fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.783440747111757,0.3339489346277212,0.23815319611683636,10.821021307445577,0.05357957385108848,14.541398132220607,84.29300933889697,0.9959740133828948,3.102483887933236,0.3983440747111758,10.106370840500727,4
10.052933994221808,0.5952596000679787,0.44003379935420217,2.2840860023792553,0.07473364006118086,14.788940010196807,46.73701999660106,0.9987055299949016,3.2894807998640423,0.5468509998300533,9.52110599898032,4
6.3265926387244535,0.5574517780408736,0.41872588902043684,10.667592015944326,0.04960111041913319,50.53185277448908,240.34628822322057,0.9970670368063778,3.176703680637773,0.5660111041913318,9.246814722551093,4
8.990031734480747,0.35,0.4424920663798133,0.9524920663798133,0.0388504760172112,14.475079336201867,58.375396681009335,0.9921900317344807,2.96,0.3062460331899067,10.452492066379813,4
7.836389468625156,0.44636105313748436,0.5716905258821563,10.561031580392813,0.052633810517643126,43.854442125499375,236.22063160785626,0.9974194842098036,3.1329341054510658,0.5085444212549938,9.607277893725032,4
7.895412925898778,0.2640061042015125,0.35272172345317043,2.474617595108784,0.04161773787625364,9.336391382734147,101.33639138273415,0.9936636086172659,3.039816517035951,0.720642190374171,11.268195691367074,4
5.886378323158386,0.4643011612593722,0.06071659363917485,2.2451581946626007,0.05561652643758207,8.551969033083408,102.7240154834583,0.9937240154834583,3.4561297545787264,0.5269528776091839,10.224370581429238,4
8.818914249017434,0.28714535783092315,0.42807356546533304,12.014360734927694,0.044858143132369244,26.856392650723066,137.4763571887282,0.9980857442939711,3.1142907156618462,0.3781085750982566,10.004728562254359,4
6.49812768315052,0.5640897798075862,0.16551319761913516,5.857455477108482,0.05544868023808649,14.80374463369896,96.5093615842474,0.9952167719429491,3.3436927572343076,0.36981276831505194,9.176629829670937,4
6.709194064181483,0.332682572188024,0.2018388128362966,2.0735525134518644,0.04745970320907415,17.452138502432064,84.36398021393828,0.9932459703209074,3.1362845507941963,0.4609194064181483,9.881611871637034,4
7.543865420871598,0.614765511023974,0.16514447996078832,1.9514447996078834,0.0772581706418326,11.0,74.72382755511987,0.995553832210484,3.2773282845664364,0.5761913777559935,9.75234488976026,4
6.964564800028647,0.2440239839951301,0.3129129600057293,9.593090879730722,0.04701500959934113,35.30630559991406,161.43543519997135,0.9955900889598626,3.084834815997708,0.5459760160048699,10.411412000071616,4
6.540886550750597,0.5288254603209763,0.09613298261258943,4.899030335116535,0.032198891811561756,6.798337717342632,32.20166228265737,0.9925505482731459,3.195828230792072,0.4499168858671316,11.020720322484859,4
5.702845261447186,0.6299367719678403,0.05981031590352091,1.3507903504019962,0.04108851924502358,4.0,8.996838598392015,0.993212371051206,3.32501580700804,0.3650158070080399,11.945099827507624,4
6.228514193425635,0.5571485806574364,0.01742971613148729,1.79330662359863,0.07455287699031116,6.419009462283757,13.419009462283757,0.9950596117978339,3.5510575398062234,0.6032396215086497,10.435207569827005,4
8.348467810834233,0.27363508581256746,0.4669637337919814,1.3484678108342327,0.04775766094582884,8.242339054171163,71.75766094582883,0.9943188164168526,3.0775766094582884,0.603941523645721,10.360584763542791,4
6.970832833760095,0.2987787442455156,0.36928154373408134,4.634338132993283,0.05404885023017938,31.12212557544844,203.53735253197314,0.9951927725457804,3.391695460869506,0.5665804838874436,10.390229953964125,4
8.549164517612478,0.5818601406005544,0.36559366941046795,1.7948987882828413,0.08023658459026685,15.0,56.11873388209359,0.9965083989825712,3.2447405235445403,0.5159278623654763,10.4,4
6.979447172739141,0.25505572917430896,0.24144449404980256,3.4266607140236927,0.056494427082569104,12.891662946264809,85.21667410747038,0.994228889880996,3.0080561756225324,0.4720552827260859,9.5,4
6.120903165013684,0.6013935443342456,0.12627094950410533,1.7790968349863157,0.04930322783287719,11.243870258492985,76.0,0.9925587616429207,3.4109419618274033,0.48418063300273684,10.487096520890352,4
8.174551643599798,0.7672758217998994,0.0,2.2763450692006035,0.0869641314879839,12.745516435997988,25.491032871995976,0.9978458070415204,3.3725448356400203,0.46,9.6,4
6.082721563941506,0.4454581795896835,0.09157053147652242,2.6654431278830124,0.05043196090146235,8.832459377059294,102.58377031147035,0.9935837703114704,3.367775296226322,0.5956279536089343,10.490836408206329,4
6.9118041101332945,0.8284991400637014,0.01581786911407323,3.919054948118421,0.08847216440533182,5.209106544296339,13.0,0.9969247216440533,3.447639177973341,0.5783642617718535,10.790893455703662,4
8.487036335084799,0.33763900471100816,0.28949063193814384,2.0791663507881593,0.07325001895271044,17.2870363350848,151.0,0.9947009254345593,3.050694454973728,0.49921300157033605,9.26435181675424,4
7.149976134063577,0.5129049325812585,0.16917342868198665,2.2666507560423845,0.08366841683533771,4.416626890105961,7.833253780211922,0.9953282657131801,3.4150023865936423,0.5675011932968211,11.19168655494702,4
9.006641323307706,0.22787757571709344,0.42291658390427184,2.3069013778888956,0.05450130027290594,17.212242428290658,151.0,0.9950424484856581,3.0435807162350423,0.46787757571709343,9.31432286494017,4
7.203710883397414,0.5438940044206574,0.0,2.1222168374519397,0.07140771254439009,6.740722791506466,13.481445583012931,0.995571879673165,3.384443367490388,0.5566650512355819,10.588867349807758,4
8.0,0.6967656427499335,0.22241630098211912,4.950189339108617,0.06096652039284764,11.951673980357619,61.572489029463576,0.9960822299690355,3.1948326019642383,0.39434934176781433,9.657248902946357,4
6.238096139176907,0.33809424690540235,0.305717259283793,7.476192278353814,0.07747577597862279,30.666729742383488,196.90480695884534,0.9968728368685196,3.3890442850454443,0.6452365633992581,9.276192278353813,4
6.670447411577008,0.6073829155955539,0.2740894823154016,11.790842508052075,0.24789540876252758,23.29552588422992,193.43184196141,0.9982553329429277,3.177164441317244,0.6786368392281995,9.043184196140997,4
6.894955888566327,0.38,0.27831862952210895,1.658820271103175,0.05215959171728459,20.655457530147395,84.0,0.9941747794428316,3.2527728765073696,0.5319321912684241,9.936135617463151,4
6.001227550063177,0.3394521354864646,0.31803591989891644,12.795658244629937,0.05374221448673278,6.024551001263545,112.95089799747291,0.9956569039267528,3.3006137750315885,0.5588952049431406,11.511047950568594,4
7.2319801830588775,0.34120132112940815,0.32539768802353564,1.3,0.04372792073223551,9.068019816941122,72.71201321129408,0.9931254963517836,3.2224026422588166,0.5850795376047071,10.620405945082338,4
7.108958781485842,0.24522992852593198,0.27404336964620085,5.883774200235487,0.039179175629716845,60.89587814858423,195.37288529599104,0.9950508458816036,3.1801453403655735,0.7540195336910572,9.874577059198208,4
7.18430690674796,0.3609851652764281,0.3320732491284495,1.223138618650408,0.03878465466260201,28.07445525398368,139.91752432146328,0.9922027148830926,3.17,0.4207445525398368,10.584306906747958,4
6.860374641031703,0.7095529350206736,0.010099347773183644,1.7653420296908846,0.08265342029690885,6.0,12.336644925772788,0.9961342378291553,3.4477263762472923,0.5337638403504624,9.834657970309115,4
7.4885868859522535,0.6810054100832887,0.0878805453414699,2.4847825146030043,0.0601304479555794,4.923912573015022,9.0,0.9963530980307385,3.3780978143253755,0.5507608742698499,10.877173771904507,4
6.90441109442577,0.4622442054600846,0.2134561169509805,2.2080946029551844,0.0469558890557423,9.47794452787115,59.610277360644254,0.9949558890557423,3.370441109442577,0.4938972263935575,9.81323328327731,4
6.9142090890156584,0.6940347665262812,0.16868636647651242,1.6568363560626336,0.06855495413836654,12.857909109843416,67.0,0.9940414204190436,3.2213136335234873,0.544235907860178,9.91474546590605,4
8.297292221147302,0.26972922211473016,0.44972922211473015,1.3,0.04794584442294603,7.972922211473012,71.91876663441904,0.9944,3.0816246673116194,0.6102707778852698,10.297292221147302,4
5.468397297857321,0.28966891845223225,0.21103837871439277,1.7735891914292852,0.03517456758810178,5.438675673808929,48.754702695235714,0.9910406621630955,3.2630172964759288,0.46316027021426787,10.582543241189821,4
7.2,0.4,0.62,10.8,0.041,70.0,189.0,0.9976,3.08,0.49,8.6,4
6.9079119424493305,0.3213622446131917,0.2841761151013395,1.853835971453118,0.056243896404225405,23.920880575506697,186.1582388489866,0.9938940387339309,3.298703136694263,0.5344616402854688,9.844616402854689,4
7.9618337027505515,0.5579397726596578,0.3029770787156181,2.1893123614685432,0.037175640238460254,16.40458425687638,139.48853935780906,0.993791306041459,3.1634355044032563,0.6921375277062913,11.157249445874173,4
9.76682341388894,0.3302494384999883,0.3341082257222264,2.2123764738888876,0.058237647388888744,14.618823694444371,35.5049410444445,0.9961820800112222,3.2658917742777738,0.49990117911110993,9.510400056111088,4
7.034292673507883,0.6048560989738174,0.12002499839093012,9.905006089319397,0.06004756105410097,26.292865841884854,141.51189026352523,0.9972780975578359,3.343642074230363,0.44828536632460586,9.017146336753942,4
6.815020660700754,0.3019564394357642,0.2207510330350377,15.038340220233586,0.06242095385408773,35.270747247080195,163.38340220233584,0.9984037551651752,3.0954149449416035,0.4465414944941604,9.069170110116792,4
8.4483154905905,0.21192719447911518,0.38409707402784643,1.088072805520885,0.04552291222083539,31.596359723955757,106.31805851944307,0.9919900942168123,3.007553889836773,0.34960242685069615,10.4483154905905,4
7.991041217403351,0.6028459879643144,0.3064295010029738,2.067852494985131,0.04635704989970262,18.28590020059476,137.67852494985132,0.9947588937123885,3.234466377256691,0.692318872241822,10.687483732447959,4
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4
9.363153000845736,0.25753184481300456,0.6827579794211655,9.171497070569501,0.05569872620747982,35.24681551869955,221.685988282278,0.9973128631766116,3.111216544728431,0.4510891654764127,10.060254758504037,4
7.377437601255181,0.17383560778661925,0.39548752025103623,5.712086548201299,0.037518935171130835,34.06768719623446,161.0225623987448,0.9936082995139752,3.0518049918995853,0.6161643922133807,11.443594003137953,4
8.044557326244943,0.26635901847179777,0.44141311521595505,1.2717376956808988,0.04508147510962921,7.141311521595506,68.71737695680899,0.9940424818503634,3.1470655760797754,0.6009229445846067,10.33424594551573,4
9.127055065076945,0.21322520090588065,0.33305196943981863,1.740692925864248,0.04837228296543008,27.79653537067876,177.3896061120363,0.9952982676853394,3.1864504018117614,0.43508661573303103,9.152598471990931,4
8.577130167423366,0.9039256633678546,0.04442825418558415,1.7071375697597357,0.07444282541855841,5.7428994419221135,19.18572486048053,0.9962231464525634,3.2758557681375313,0.5588639107075382,9.525710055807789,4
6.974537478941056,0.299200361462044,0.18891188237063028,1.5418939500599649,0.046254625210589435,9.127312605294719,61.363436973526404,0.9942546252105894,3.3774537478941054,0.4763656302647359,10.023612436823168,4
7.018484217352379,0.6985255075168494,0.009657328092747202,1.6643821872849813,0.06545897969932603,4.0,8.0,0.9950029914340166,3.339657328092747,0.35712356254300376,9.981515782647621,4
6.89654408021839,0.2506047859617819,0.24207355186896634,3.638015117597716,0.05673216621692518,13.043198997270132,85.02591939836208,0.9941761541535069,2.9919871538744265,0.4826783378307482,9.527647358252885,4
7.385999285556567,0.3471001071665149,0.1440398999779194,0.9885999285556568,0.03635500535832574,32.885999285556565,97.22800142888687,0.992463779835678,3.002670110738732,0.4212700392943888,9.888599928555657,4
6.136876917452211,0.44803980551273187,0.04277403670381602,1.7079730642674753,0.043026576880891586,7.513288440445792,55.342192293630525,0.9921455970826909,3.3682890385318474,0.403953460554137,10.90913655041405,4
6.35518347762368,0.2873779826851584,0.2276522958178432,6.719807489347969,0.04831706435802112,6.0,113.71036695524737,0.9955637192698457,3.264481652237632,0.41082293939805437,9.439935829782655,4
7.067701394039705,0.5784060161148044,0.27128356567328415,1.7451342626931368,0.04908179383554169,25.11283565673284,162.24119222406125,0.9945774328686534,3.3667701394039704,0.586459721192059,10.588716434326715,4
6.548955458328094,0.662865589585167,0.0,2.1387728287031216,0.06271409800921851,6.387728287031216,13.387728287031216,0.996070039418064,3.5163316254640686,0.5983681513890635,10.348955458328094,4
7.373830274481533,0.27461992157670473,0.3079970509751419,2.1692988236505713,0.037769003921164765,7.969298823650571,104.7076015684659,0.9919169593726136,3.0406140235269885,0.5824708392322447,11.396929882365058,4
6.9128638714794235,0.6337621290493142,0.20929580721913515,1.4881064524657057,0.05499029676054871,21.99029676054871,131.11893547534294,0.9934210423903204,3.2226698066903974,0.4614804519369682,10.350485161972564,4
6.896382507465682,1.0884263907475715,0.05978295044794087,2.112661223870116,0.06089871020903907,11.985530029862725,31.0,0.9947956590089588,3.5093126764184794,0.4302893994027455,11.396744256719114,4
8.372186745640214,0.19456019780944844,0.41051105833688617,1.686093372820107,0.03751941048277403,14.797543026371887,121.20245697362812,0.9946582801184602,3.1787321859634163,0.4697543026371887,10.3,4
8.71344549977559,0.4116700814098922,0.4618697874270667,1.2163862505610252,0.04746847127973433,14.216386250561026,55.78361374943898,0.9931793050655575,3.0357351876963588,0.3819327001346461,10.478361374943898,4
7.715639524234253,0.3813110399444563,0.24349127782732957,10.657035071861522,0.05265087221726704,19.421802378828733,138.8072674596096,0.9977124186642882,3.1715639524234254,0.5404738334819887,9.912005794429465,4
7.253790026219073,0.9457306430256128,0.05075800524381466,3.900182414788012,0.09215524934452317,5.0,12.615524934452317,0.9965386299213428,3.4599817585211987,0.5815342519664305,11.076895013109537,4
6.262956380962598,0.7835471604393247,0.0,2.090314402928831,0.061162271648540274,6.0,12.951572014644155,0.9966438742388284,3.5778930036610386,0.6041886417572986,9.985471604393247,4
11.912000949843115,0.4665333227795209,0.45733338610239527,2.6053363939389267,0.12030658540231126,32.533322779520944,50.30666455590419,0.9982698663922676,3.265599651724191,0.7594663606061073,9.795999683385629,4
8.653782581424654,0.6207739150529203,0.28691738886431095,3.069347876323009,0.083998260123201,17.153913072184576,46.30782614436915,0.9972552347183066,3.246917388864311,0.48999130061600504,9.438521764966119,4
8.055119667892823,0.17653590036784716,0.36,1.4908133886845294,0.03410239335785648,13.72440166053588,121.72440166053588,0.9942341245252059,3.197244016605359,0.39734928905237654,10.217320498160765,4
6.428812342377225,0.395457481085267,0.22152493695088996,7.8467886664085365,0.07149838540310316,48.9695012609822,209.16612846770104,0.9969402475834886,3.3695263729457645,0.6574237531524555,9.683387153229894,4
8.620611982140023,0.24793880178599761,0.3620611982140024,3.3722347791420484,0.0479148231860947,16.609882124063134,103.39011787593687,0.9945204755378728,3.0930494106203157,0.6264564831765277,10.36592927443788,4
7.5099510729551,0.8024896500481942,0.02099887091434845,1.739992472762323,0.06130041399807224,4.0,8.0,0.9962278780587496,3.3509988709143483,0.3420015054475354,9.490048927044901,4
6.637339911587567,0.6751502466845338,0.0,4.145492599463987,0.0590600986738135,11.085837444742229,20.343349778968918,0.9951460960787009,3.443991378868044,0.5514162555257771,11.611157621567097,4
6.954239276989839,0.8251336321417234,0.10864108451524118,1.816957107959357,0.07716144455281543,12.457607230101608,67.0,0.9947919864435595,3.2813589154847587,0.5702555300433955,9.674564338060964,4
9.2,0.16320304026458474,0.4825262393826356,2.0,0.04432030402645847,17.786463982361017,106.67969597354153,0.9951432030402646,3.098932319911805,0.5438798411465339,10.1786463982361,4
7.703096569217345,0.27157861077683787,0.339380686156531,3.0278691229561048,0.03503096569217345,29.780207537969314,171.6563447692755,0.9951904070306663,3.4371827615362243,0.46625379077102064,9.984517153913275,4
9.166252992993028,0.3046091879379357,0.49448508583584433,1.9662529929930286,0.04853908120620643,15.246897447447715,119.0,0.9960130023943944,3.1346091879379356,0.6257195730730828,10.037034617117158,4
6.223088523112113,0.5913919470123028,0.04846327846681697,5.246621927846126,0.03259613934610986,7.394209019164788,31.605790980835213,0.9930709425434039,3.2574015986470277,0.4797104509582394,10.762509425028592,4
6.519996381060494,0.3447987695605682,0.4484010133030615,6.500018094697526,0.04812001447575802,39.839920383330885,200.439992762121,0.9947408121596367,3.124800579030321,0.5883992038333089,9.883992038333089,4
5.969534243565922,0.33651141452197414,0.23132602950385428,3.204182632351586,0.05695579901653819,30.913972693022327,113.43488585478026,0.9929877187110285,3.1613260295038543,0.4095817367648414,9.634885854780258,4
8.373487271438735,0.6414272536834617,0.2618383348129394,3.585681342086541,0.07632702006042852,17.448960766906595,46.89792153381319,0.9965943278821292,3.221838334812939,0.45163510030214266,9.704064690215937,4
7.427142348508018,0.5221441287299566,0.12342775761282775,4.250717083205905,0.07107170832059045,5.728576514919826,30.357117425400865,0.9956574612257852,3.2795733105203357,0.4620007120887757,9.759985758224486,4
8.649164294665272,0.6296086416935147,0.2879331435732217,2.5888300125313797,0.08679331435732217,15.189971535983254,45.09498576799163,0.9976,3.275083570533473,0.5160334282133892,9.269832858933054,4
6.82021149287806,0.5430905806243416,0.10063447863418028,1.4212689572683606,0.05496827606829099,25.0,133.6063447863418,0.9928696707937367,3.198296090029284,0.4324441350439262,10.17978850712194,4
6.350830343848961,0.349557149947221,0.33916965615103933,5.293910811774289,0.045502767812829865,8.983393123020786,114.49723218717013,0.9958977857497361,3.2599446437434025,0.45939108117742883,8.798892874868052,4
7.442910396648573,0.3889712233837957,0.4604264217080821,2.546988225459389,0.07173587306864697,22.081556576216325,83.79610855945919,0.9970572759916214,3.319592217118918,0.6869509478053881,9.591844342378367,4
6.064142851241864,0.33641428512418636,0.17037857231372044,3.465035671503512,0.039207142562093185,5.16035712810466,85.96214276862796,0.9919090677965101,3.244721431816975,0.40962142768627957,11.002892902875555,4
9.841320218393486,0.3727475409487786,0.7320445900873129,4.406601091967429,0.049448349727008144,18.65495081897557,121.75825136495929,0.9965309901637951,3.048285464511059,0.5907029508614656,10.079339890803258,4
7.607061163554571,0.842112754848144,0.015774490303711915,3.4703878668166217,0.08501367478965098,5.0,13.422550969628809,0.9968732347091114,3.371970412733407,0.574225509696288,11.0,4
5.268737421775775,0.40985501288398996,0.23654248987686502,1.981987513804275,0.04495237605832775,7.2132500920285,63.426500184057,0.9919445126702527,3.66397502760855,0.47345751012313503,12.745962541412824,4
6.540520589723018,0.7688850025291305,0.08531598034256607,3.1505568548105707,0.09676948991836999,16.342009828716964,31.468401965743393,0.9966501113709622,3.509368039314868,0.5493820525232033,11.0,4
6.334884234673497,0.3117335871996274,0.21044402133395435,2.467229626655799,0.03204227722658593,4.391119573320913,86.21776085335817,0.9908481389183917,3.179534729597951,0.36955597866604567,11.469555978666046,4
6.9,0.3504317409232305,0.18028782728215365,2.3467652731671698,0.04423739090594878,13.309347726487196,98.02878272821536,0.9936618695452974,3.1456112999654366,0.5423026182572291,10.210073954875377,4
8.296929126232868,0.599018701454624,0.698976375410956,4.604094498356176,0.4007885809106145,29.366043284845865,67.49488187705478,0.9972068621845172,2.882986221679796,1.3527992071335555,10.039675202251718,4
7.393255020617377,0.5062912718897354,0.5420214727144305,13.889305291058173,0.044022483264608746,58.76402677662601,223.69657698279977,0.9984033623841895,2.988764430996697,0.6233704685909552,9.197751673539125,4
7.105700291139969,0.3021726414345361,0.19565471713092786,1.4274267054853291,0.050451465890293416,14.177198835440127,96.68566763713322,0.994,3.198058635611737,0.4170260524051943,9.719413643882632,4
7.614325304363309,0.6660882543544062,0.29249769057880703,1.7428835362422057,0.06842975913089926,11.964186739091728,64.28558231878897,0.9950351524217987,3.212865060872662,0.47678604420302756,10.057116463757795,4
5.675916737601534,0.6408771028404219,0.02620416311992329,1.5759167376015342,0.07746944207994887,6.0,13.0,0.9951900363073642,3.651143047279821,0.6187347210399744,10.087347210399743,4
8.308378904170482,0.29671789554680345,0.34511157192770336,12.301536866404103,0.04868715821872138,23.984631335958962,138.1145263697869,0.9982006147465616,3.133435791093607,0.42916210958295176,9.87709472604262,4
6.315527889430875,0.2707763944715438,0.5061180276422812,7.51977257127381,0.04912939907859063,34.8964807371275,200.07763944715438,0.9954709420644987,3.1662111557723502,0.5407763944715438,9.425879815718126,4
7.634957859490415,0.4318231086148226,0.34996991374387926,4.6358604471740374,0.04317629361025811,18.0,104.52888083077434,0.9951894223833845,3.215318894563864,0.46410348882064906,10.611853194870942,4
6.463555455975307,0.5906179237167662,0.11727595354042164,1.5462795024348857,0.10861274161095957,24.938207628323372,77.82724046459579,0.9943919281258885,3.24315270648196,0.5699870447354829,9.4,4
6.291278551208678,0.27959359367045417,0.48121921898863756,7.582557102417356,0.0530118664440081,34.389498584607466,199.5639275604339,0.9956762325978048,3.1922693605278916,0.5548264629452473,9.382557102417357,4
9.146753716154482,0.2612628669628538,0.6544022110823113,8.761084634086085,0.05554948532148585,34.873713303714624,220.04433853634436,0.9971210886381093,3.1365874953474058,0.46153602749599054,10.09010293570283,4
8.98385092148163,0.43645963140734817,0.36838509214816295,1.0981366553085063,0.0488447208197484,14.279503071605433,61.360248464197284,0.9931421118362463,3.019440996592552,0.31602484641972844,10.291925460740815,4
5.437462214718683,0.8318912476709663,0.022501511411252676,1.13752267116879,0.04150030228225053,36.18791563809449,89.37462214718683,0.992277631492779,3.465649560432856,0.44500302282250537,10.674984885887474,4
6.395457725095943,0.2664017006305967,0.21393896998720757,1.6022711374520284,0.0386742371248401,133.28779399744153,259.7838921815036,0.993764230129629,3.406210107439236,0.5104542274904057,9.730305150063963,4
10.915325102450591,0.5482485597199325,0.35392658430807433,1.9325563788097129,0.1370233086357086,34.043786007001685,52.956213992998315,0.9987297244446767,3.423036707845963,0.8326130040980236,9.880437860070018,4
9.2,0.17701015897052827,0.45030962906876737,2.0,0.045701015897052825,16.865989401964782,105.29898410294717,0.9951570101589705,3.094329947009824,0.6037106888722892,10.086598940196478,4
7.1731535827030575,0.3687924921078596,0.32359672285432395,1.2253692834593883,0.03934232086484711,27.98522866162446,139.71676448865503,0.992217437270832,3.17,0.41985228661624463,10.573153582703057,4
6.617374237956226,0.320074028187346,0.2108687118978113,14.972458079318743,0.06126801638807798,36.094274008515725,162.7245807931874,0.998354343559489,3.111885480170314,0.44818854801703145,9.036229039659371,4
6.359713311617481,0.31043153572207705,0.35928027274710517,1.0438853246469926,0.03767627305102726,9.0,63.92086006514756,0.9910162640321375,3.2903598636264473,0.39316559739409773,11.380573376765037,4
7.380672804313169,0.5510084100539147,0.041596715620018064,1.6126051256739329,0.07194957949730427,16.924369245956402,42.12605125673932,0.9956882358797176,3.3682352824056494,0.4820168201078292,9.015126150808719,4
6.707498027260778,0.2541673242464074,0.48449881635646663,4.9304262015729075,0.047266771879425185,6.962509863696111,120.39581689383982,0.9930793804250329,2.9937924228833683,0.5129992109043111,10.335832675753593,4
8.365079887466143,0.6225921050315995,0.09277796061315025,4.316139568620216,0.07081741069071637,26.883599624887147,63.65079887466143,0.9971706553072683,3.3172481200361137,0.6316400375112855,10.330159774932287,4
6.504262949202848,0.2807307912919168,0.3516442804068127,9.806089927432641,0.06684166188675136,61.05480934689376,180.05480934689376,0.997202435970973,3.1495737050797152,0.5695128058053888,8.997564029026943,4
6.55077710356063,0.5239493302769379,0.16492228964393701,1.5692570118687668,0.04920034115429397,5.056419003956256,26.169257011868766,0.9934369598166163,3.2667702804747503,0.330155420712126,9.943580996043744,4
5.199771766306523,0.9340981404881951,0.03200912934773908,1.280136940216086,0.043401825869547814,38.80251057062824,86.99771766306523,0.9931047942532533,3.62014835190076,0.46401825869547814,10.579908706522609,4
8.303476610609634,0.28390644243853524,0.4409608124149521,1.3312894954867043,0.04956447477433521,8.104298318289015,72.10429831828901,0.9945029076740451,3.0841719327315604,0.6093046778780732,10.26175728329403,4
6.65377863935606,0.646637410387626,0.005125954645202002,2.7638550109722204,0.096,3.5125954645202,13.0,0.9959365057571319,3.5661774762253793,0.607185113386995,11.37185113386995,4
7.651155976359163,0.28007300903321025,0.29008517720541194,1.300121681722017,0.0415042588602706,8.003650451660512,121.49695795694957,0.9932727865114341,3.135042588602706,0.42006084086100853,10.298904864501846,4
7.5928796088859185,0.2853560195557041,0.4318272764389489,13.162067528946071,0.053996854755971435,52.108378488725506,178.4643980444296,0.9981570889386738,3.0585759217771837,0.4667800977785204,9.014240782228164,4
6.245033704187778,0.24149791355028044,0.2900032099226455,3.0800706182982003,0.058999358015470904,41.69977530541482,163.74991975193387,0.993994985555348,3.187495987596693,0.5760012839690583,9.960044938917036,4
8.495033060741079,0.9722158756033261,0.05393505728076027,1.770487070394298,0.08454251390584365,5.196752864038014,19.0,0.995947506906839,3.3196752864038013,0.44393505728076027,9.619675286403801,4
8.450744646801075,0.17783941317140298,0.4150744646801075,2.2497517843996415,0.0404321173657194,19.783941317140297,108.42715305371223,0.9947511007928634,3.189197065857015,0.5692467089770865,10.2,4
6.9,0.3924881743369714,0.22,4.287559128315143,0.03012440871684857,10.0,102.0,0.993,3.0,0.8687559128315143,11.6,4
8.87790161396283,0.5359713407686021,0.26045470515692026,2.237774239601062,0.0607774239601062,15.888711980053099,34.48903041595752,0.9962684324146437,3.33954529484308,0.5202193916808495,9.942162073218054,4
7.827375108989882,0.7754191132679548,0.007374306161054897,2.2,0.07682680398125727,4.474861232210979,13.73743061610549,0.9964032965961992,3.398770815168353,0.5905027753557803,11.131284691947256,4
6.7583295405775905,0.18583295405775907,0.5306663632462072,11.206663632462073,0.04896668183768964,63.438916702431,156.08884843282763,0.996982994083301,3.041443787033449,0.40066636324620725,9.09777878917931,4
5.841054701772523,0.37744824825332246,0.3430507684047289,0.9,0.03679472649113738,3.307910263293926,75.61582052658785,0.9905991153035967,3.2758945298227475,0.3410263675443131,11.204990166580513,4
6.520536681588238,0.47691949776176434,0.022875135422353282,0.9020536681588238,0.042845974888088216,32.02053668158824,98.95892663682352,0.9922647234367653,3.136816814353823,0.4688704825126469,9.802053668158825,4
9.230105004565868,0.748788102539881,0.22543684372146333,3.454368437214633,0.091951575068488,11.543684372146332,85.72815781392683,0.9991514731347024,3.3103894381278067,0.5965052502282934,10.810684065068301,4
6.833258794422514,0.4869871839831882,0.13977638326754316,1.4995527665350863,0.053011180836622845,25.0,133.99776383267542,0.9929727444759379,3.21656231219152,0.4598434682872802,10.166741205577486,4
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,4
8.836781496887848,0.2377011389967288,0.4735632031490652,1.9183907484439244,0.04316091817649531,15.793103207616818,120.20689679238318,0.9953551722453318,3.1521839144635515,0.5693103207616819,10.3,4
6.213533629388964,0.3651130076721394,0.2246609769835819,7.427067258777929,0.08877453048107646,28.947354057227496,195.6766814694482,0.9974254933387483,3.479925571260832,0.6869928300387608,9.227067258777929,4
8.337643815941673,0.9811007523258733,0.055965886245913914,1.7552558531556457,0.08946727414634123,5.298294312295695,19.0,0.9958378421427206,3.3298294312295695,0.44596588624591393,9.62982943122957,4
6.53915482178362,0.4067718784152073,0.15809573584210312,1.212169035643276,0.042,20.486761425731043,83.3915482178362,0.9928216903564328,3.2309521320789485,0.4414816750497068,10.014816750497067,4
7.037061121769144,0.9794250428038206,0.07354634981537964,2.37252461992294,0.06880512737999675,4.338658745384491,11.33865874538449,0.9958793609505538,3.533386587453845,0.6264536501846204,11.001597623615346,4
6.229860598706905,0.3298495968175278,0.1703732574838363,1.5567131337643652,0.04856713133764365,8.679108582794544,62.96267425161637,0.9938074651496767,3.5468635369468373,0.4988802275484911,11.062674251616368,4
7.181379285161292,0.3159854812088285,0.3901814848896437,1.3003629697792873,0.04440145187911715,13.197096241765701,67.60217781867573,0.9922673284693921,3.0520072593955856,0.48806533456027174,10.640145187911715,4
6.867694328300969,0.5319798364725624,0.2721873173256648,6.691700765875901,0.04907291057752216,7.92708942247784,177.78126826743352,0.9950258328462018,3.1563544711238922,0.3851037404265512,9.421873173256648,4
9.180886765436638,0.2696537710762592,0.5202632038806866,2.090443382718319,0.047339339294587744,16.530471640221364,119.46952835977864,0.995871330148155,3.1325207562607638,0.6430471640221366,10.3,4
7.3244475416724875,0.3408583018892669,0.23734720286454694,3.5734720286454698,0.06336671312508732,12.734720286454696,85.13263985677266,0.995101951026054,3.048361536979967,0.5012223770836244,9.738751742190775,4
9.0956629615583,0.27616108999926314,0.6252936823109231,9.758513015391417,0.06082973969217166,38.8173481537668,222.38389100007367,0.9977664089207674,3.1425080530745992,0.47628500538331175,9.87925650769571,4
