fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.898403636258642,0.23911267768738215,0.3418544628123036,1.6629107437539283,0.028830517356183222,41.814553718769645,78.72582148750786,0.989194356793376,3.168305173561832,0.5311267768738215,12.390328595003142,7
7.1,0.27,0.24,12.6,0.044,48.0,118.0,0.99726,3.04,0.56,10.0,7
6.3776693970765805,0.31169522884847595,0.28785657828163574,6.8526496369338314,0.037169522884847594,36.401792771479556,151.1964144570409,0.992316055902745,3.3478565782816356,0.33392828914081785,11.799103614260224,7
7.404783892473179,0.3726311408602484,0.2860763758064653,7.0,0.023511959731182946,16.440201344085263,130.0,0.9917804783892473,3.1963155704301243,0.4695216107526821,12.646412080645117,7
8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7
7.398656891700756,0.23025474539703,0.3572116768954889,7.749328445850377,0.04140481738268422,46.0,151.54423353790978,0.9933065678752715,3.174691975450827,0.34734598772541336,11.340481738268423,7
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7
6.877359593983421,0.4205674721784474,0.2767921218049737,4.383034315767896,0.03364157563900527,16.54719187966842,80.0,0.990586792121805,3.167544852634816,0.421129096244763,12.52264040601658,7
7.168464652407661,0.20315353475923387,0.2571746553232185,1.4239155177440614,0.04908675858047507,40.88042241127969,106.8804224112797,0.993260376884789,3.4977140510455165,0.6277140510455169,10.786986212928738,7
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7
6.736661732775943,0.22309559051600406,0.3430955905160041,1.9295294482560652,0.03342367560391846,36.338088189679915,134.33808818967992,0.9911861615776877,3.3002852913807947,0.4309985198327829,11.722397163736186,7
6.636201704234197,0.19637982957658026,0.32,2.0412443100891347,0.03972403408468395,25.362017042341975,77.27596591531605,0.9922850451731625,3.212611649252432,0.5508605112702593,10.308605112702592,7
7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7
6.1,0.23662365300448554,0.36786314654708563,5.716881734977572,0.027730792026905732,31.0,113.65171066816143,0.9924031241920179,3.260790813587443,0.4859618804035859,10.933650996636784,7
7.514656940606671,0.49932262028210633,0.17643796040444715,2.2471240791911056,0.07312058356359975,16.76437960404447,33.38218980202224,0.996534470027632,3.465343059393329,0.7702598584246695,10.991094901011119,7
6.414422672482554,0.31897437438161697,0.37673078078621275,4.554808558965955,0.024326921921378725,24.163460960689363,171.67307807862127,0.9917733976477472,3.326698823873617,0.49224359359540426,11.793910160114894,7
8.508718183076855,0.33,0.3991281816923144,2.821795457692139,0.06634743179615503,9.52179545769214,19.47820454230786,0.9944791540922308,3.3382563633846285,0.7491281816923144,12.334743179615502,7
8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7
5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,7
6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,7
6.1660197002797075,0.2840179608058079,0.2748319815556743,6.1851390547283085,0.03440179608058079,36.56460023055407,150.87079953889184,0.991957879492781,3.334831981555674,0.3274159907778371,11.717699884722965,7
5.26766117095203,0.4619152927380075,0.09221364402361662,2.1353223419040606,0.04735322341904061,16.3233882904797,88.83830585476015,0.9917795764636901,3.562637180333579,0.8557458782140227,13.6,7
6.789705921252219,0.22264706141681462,0.35426471495885115,9.439705480393735,0.04405882456672584,46.63235307084073,163.10294078747782,0.9963374996693561,3.365735285041149,0.49058824566725845,10.242647149588512,7
6.136241518831525,0.2502181139123644,0.28912754435054233,1.6825508870108468,0.0334932835357339,30.318792405842373,85.68120759415763,0.9889138263305163,3.0755033924673896,0.5613086834741865,12.389932150652205,7
6.3,0.29946894906667976,0.29,2.163726111998427,0.047415843973347756,32.94689490666798,141.89378981333596,0.9895568136944001,3.217344745333399,0.4546894906667978,12.894689490666797,7
6.7932656283314055,0.26508417964585745,0.29237373053121385,2.557576168127169,0.03554208982292872,50.508417964585746,158.0,0.9911847140601681,3.3350841796458575,0.4325420898229287,11.744107424789979,7
5.9,0.32502793396343505,0.3062569834908588,2.0,0.03,38.0,142.0,0.98892,3.403743016509141,0.41,12.9,7
7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,7
5.922854335939999,0.22085826562400027,0.25142716796999964,3.182932929620017,0.04005689023459994,62.37126015639996,152.0,0.991437994105474,3.3625649726619984,0.5205689023459994,11.254291328120003,7
12.380210887451325,0.48643958428196815,0.7124736390685844,4.960421774902649,0.07407948135834065,7.0,39.901054437256626,1.0012554744967654,3.1487104586028765,0.6617842692108402,11.574209172057532,7
7.745688141554885,0.4390461237530725,0.41500877898167016,4.642203538872112,0.24697781602163077,5.0,10.456881415548844,0.9977482576986586,3.3048257698658614,0.9018162479359506,9.99137628310977,7
7.5000454548762105,0.4000090909752421,0.3171253245477474,11.88555844042442,0.03642733765336,40.71435064982316,167.28564935017684,0.9955998181804951,3.105717532491158,0.4557084415159158,10.81439610469937,7
6.486242925183493,0.2253439268704127,0.23560840221273027,4.4248693962098375,0.03546560731295873,28.767196343520634,141.76719634352062,0.9939206356122248,3.3227514149633013,0.38587287755504784,10.076719634352063,7
5.7,0.22948525371619366,0.28948525371619366,1.3,0.028422788057429052,25.525737314190316,99.57721194257095,0.9895748525371619,3.3594852537161937,0.40371313429048417,12.452573731419031,7
6.442802081874042,0.29,0.30428020818740426,2.386375017511492,0.03557197918125957,24.571979181259575,79.0,0.9904384833309985,3.2814395836251915,0.638521873686638,11.971979181259577,7
6.712221092483998,0.18052376110645704,0.30930165185805725,10.542386278289724,0.03493016518580573,41.98254129645143,143.01745870354856,0.9956760040670577,3.0812221092484,0.48807954260965747,9.834917407097137,7
6.617452770240138,0.25116351801600917,0.21793631925600343,5.629087950400228,0.03394182409919955,28.735456024799884,141.73545602479987,0.9941391548857039,3.307091204959977,0.34322719876000574,10.232271987600058,7
9.385610298116125,0.24700535399774182,0.39191541836096755,2.2682548272419334,0.07111959332667739,53.24550321816129,77.73650965448387,0.997061293387551,3.4282644529125808,0.8429946460022582,10.926349034551613,7
6.479195294123183,0.22728164705688575,0.28843964705923875,7.439008823519031,0.028364082352844287,15.895976470615917,87.05201176469204,0.9929643670588624,3.1453189411777163,0.5449165882393081,11.009224705853287,7
7.395102633069971,0.29057661204712104,0.4088467759057579,1.8195894677201152,0.04254186190547377,30.0,95.26224341732507,0.9912443284258239,3.196398092440744,0.48590835574774066,11.709794733860058,7
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7
7.816091419196601,0.28154011222325215,0.6162294785894165,9.055177227230596,0.0505034514848204,39.34598877767479,278.93097030359206,0.994072925359141,3.0318162310088836,0.506643656767864,11.762985082858243,7
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7
5.969162064615673,0.2553296516925378,0.2730837935384328,14.667375744623149,0.036616758707686554,30.383241292313443,133.38324129231344,0.9941355082836918,3.2270055224611935,0.4800893159996261,12.629944775388067,7
5.902908031062986,0.12116321242519412,0.2801661732035992,1.4012462990269936,0.03699169133982004,36.01246299026994,83.00415433008997,0.9907409139526198,3.3310801258233944,0.42024925980539873,10.907477794161963,7
7.389118671856618,0.25036271093811274,0.31590677734528183,14.833678007784927,0.05591711757882965,36.927457812377455,191.40932226547181,0.9984072542187623,3.0651813554690563,0.5010881328143382,9.340932226547181,7
5.753455223997209,0.28,0.2776727611998605,4.1301828359958135,0.04376727611998604,52.0,158.0,0.9920046544776002,3.35,0.44,10.7,7
6.436237369958182,0.2927128422809351,0.3172673158553507,1.8998015813628573,0.043089105285116884,34.0,89.90891052851168,0.9916231872159941,3.3490494215576883,0.6508513691237403,11.009108947148832,7
7.062728561811311,0.22983122407762763,0.3305063277671171,2.4322081605175176,0.04166104080258759,31.0,103.32208160517517,0.9914762447091278,3.10762306356011,0.5667791839482482,11.164416321035036,7
6.786841908544081,0.16644736514240135,0.30157892113921075,3.0763149370243488,0.04217106017247692,18.421053943039464,126.28947302848027,0.9925153939204578,3.204210539430395,0.4077631742879933,10.777631742879933,7
6.881669655038191,0.2529129312022611,0.33816696550381914,2.5808527577482425,0.030991831027100514,23.816696550381913,121.0,0.9900808527577483,3.1409165172480904,0.39374775872135664,12.427495517442713,7
6.937702128203827,0.21480851068365223,0.31311489358980865,2.575404256407653,0.036333616965944296,41.103829786326955,135.89617021367303,0.9902153191453078,3.1693446807694263,0.38245957435923467,12.378127662386436,7
7.046888799213181,0.25510370669289395,0.46583406929136967,9.822903787401032,0.048,51.510370669289394,149.0,0.9954448146653553,3.1458340692913698,0.59,10.64096793014059,7
7.065801080464724,0.18290054023236207,0.3394806482788345,12.18138163209969,0.04439392436746931,45.34198919535276,122.63204321858896,0.9970136795678142,3.0157569746987725,0.5113424850688655,9.5,7
6.056738068982484,0.38371458103596734,0.318040774137719,1.6587767758684315,0.029195922586228107,41.0,102.39184517245621,0.9893245749724316,3.3864892896526277,0.5637145810359674,12.68040774137719,7
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,7
5.954420479599548,0.2944892158197966,0.27,4.210903045806554,0.035,14.54420479599548,97.81630719399323,0.9908847546857575,3.181630719399322,0.4333989112391412,11.718369280600678,7
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
8.13370138251791,0.1578352911569742,0.46794570591234735,3.049574528541926,0.05067402765035821,24.060271470438263,190.06027147043827,0.99490236021789,3.4795077000509904,0.4506027147043826,10.978352911569742,7
6.495998577274265,0.1920007113628676,0.31639871954683835,1.4240085363544108,0.04024008536354411,30.959985772742648,132.04001422725736,0.9921439800818397,3.3503965854582356,0.54,10.824008536354413,7
5.7106460784061,0.182212921568122,0.296680617647817,10.277452254884269,0.029106460784060997,28.1106460784061,130.8893539215939,0.9953513157255013,3.4479544902056825,0.42221292156812196,10.766806176478172,7
5.832331337516849,0.28060119748989054,0.29353373249663023,1.5481184291048868,0.029744377917228303,35.548875583445664,95.45112441655434,0.9889486461741521,3.111578709158804,0.5813538258479358,12.877443779172284,7
6.230919481592914,0.37200571487610307,0.3,2.820057148761031,0.030345402592035425,49.34540259203543,163.6545974079646,0.9915947117054866,3.4816436371150403,0.6656550668672464,12.045402592035426,7
6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7
7.079484735308614,0.5115021806701979,0.22549345798940598,2.068497819329802,0.062,32.89013084021188,53.68497819329802,0.996164822804275,3.315751090335099,0.6846523987372178,10.504034890723167,7
7.0,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,3.4,0.42,11.4,7
7.203964328544541,0.34280475619406126,0.26099851368935584,5.358002972621288,0.03332011890485154,33.0,115.83994054757423,0.9908139494654381,3.0948017835727732,0.38960356714554595,12.434165832059321,7
6.042664029676987,0.24,0.27146719406460246,2.9900593322677738,0.03586679851615061,61.0,134.0,0.9909650972557469,3.2530695673553134,0.6551928801278672,11.555984178061928,7
9.013798124611643,0.28948317705097026,0.45474158852548513,1.7663822393567916,0.07050877550885899,6.905168229490298,12.094831770509703,0.9938140638167731,3.247155046884709,0.5594831770509703,12.23361776064321,7
6.994672200760503,0.2957377606084023,0.37946722007605027,14.905327799239497,0.0331188378402944,59.946722007605025,180.84016602281508,0.9983479501931555,3.1901228185550448,0.6211883784029439,9.310655598478995,7
7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7
9.064788147770937,0.3,0.4135211852229062,2.0792266675153903,0.06896832593629922,10.044014815286328,24.0,0.9952189962961784,3.27,0.8407568887898711,11.71760592611453,7
6.477137092609126,0.310285557071158,0.33342851902371934,2.8214351220350844,0.04005711141423159,60.0142778535579,173.30001834169823,0.9894995716643933,3.315714809762807,0.4577137092609126,13.069998165830176,7
6.9453561199686895,0.36164101594364156,0.3462848959749518,6.746438800313102,0.039546438800313104,46.546438800313105,165.73219400156552,0.9937835898405636,3.2537151040250483,0.47021653606888253,11.325697919499035,7
6.6255515678063,0.24127757839031502,0.4214982055128352,1.7120403601614163,0.03762408072032283,40.0,118.75183855935434,0.9911384744364578,3.3275183855935433,0.4848896864387399,11.536856504225984,7
10.421626311639976,0.252975786983985,0.47189447140198626,1.8540657790999375,0.0762975786983985,6.0,20.891868441800124,0.9975091694911121,3.238105528598014,0.9875605325400375,10.832439467459963,7
6.281742274073992,0.2124868726913602,0.3262434363456801,12.106085908642003,0.036380907288887904,24.812171817284007,96.43651545185202,0.994206128948543,3.1737565636543197,0.4237565636543199,10.96190927111121,7
5.993072756582535,0.31034636217087325,0.26757546480388716,2.3103908651261977,0.04148045674369011,18.930727565825347,120.10390865126197,0.989514458205266,3.321385448683493,0.42281540032231074,12.741563460504791,7
6.841915340782539,0.5784732812848015,0.061047883519563494,5.947605824021825,0.06303886220673413,10.89521164804365,18.0,0.996267064545252,3.405808465921746,0.5994309516760714,10.84191534078254,7
5.500464387414186,0.21497678062929068,0.29,1.1832559354309689,0.04533488129138062,68.66511870861937,152.0,0.9917498606837758,3.7231630579481316,0.6233023741723875,11.01674406456903,7
7.712569872815219,0.27439945548532674,0.6598882034956493,3.3994410174782463,0.3395851363257038,5.0,10.0,0.9970108234141309,3.251256987281522,1.046061343398908,9.981704173298926,7
8.124369308484258,0.15945383643946764,0.4346215850905552,2.4920155983317116,0.047084005051476814,24.378153457578705,189.81092327121064,0.9942436930848426,3.420587773908472,0.5048322513489124,11.126892074547223,7
6.446101550924421,0.2873656256614616,0.25646483961586464,3.1868281283073085,0.03653898449075579,30.93414064153654,95.06585935846346,0.9894779562354478,2.9151476524465956,0.6422179732148663,12.580242192460963,7
6.015507467486401,0.3132620298699456,0.2913368363584769,2.367379701300544,0.031240638830929285,27.32620298699456,116.02139103901632,0.9895906946908678,3.4425669246819584,0.47283420908961926,12.934759402601088,7
7.429354789599114,0.20433467434994462,0.2956653256500554,1.4860080460996676,0.0422729846690144,36.71330651300111,135.2866934869989,0.9936878468196209,3.368669348699889,0.5527983907800664,10.257338697399778,7
9.543880847994645,0.3074090204786075,0.53,3.6373752927539407,0.08061851900775363,6.0,18.28776169598929,0.9968906280703743,3.2201433187192503,1.0407938742433205,11.913671491203214,7
7.459765591883547,0.19816408568151772,0.2958593551301277,1.659765591883546,0.0472421934609617,51.80468816232908,148.8046881623291,0.9924046881623291,3.197929677565064,0.46414064486987233,10.856249470136738,7
7.687063346921339,0.3319874732551156,0.28668754457480733,4.693375089149614,0.029195615639290462,23.533124554251927,125.40062633724422,0.9926928017116726,3.199968683137789,0.410031316862211,11.946374375952697,7
6.406290642759342,0.4037743856556054,0.31,5.468546786203288,0.023720172496576982,16.405640358609865,70.12581285518685,0.990787873913386,3.2412581285518685,0.4547504962769806,12.390238893786249,7
7.304727917552018,0.2832270309179933,0.34440901030599774,4.8,0.03793733237356166,39.0,113.48818020611995,0.9921871966641518,3.0953545938164013,0.5053545938164014,11.420450515299887,7
6.4,0.25,0.32424003267054796,1.1120016335273977,0.036544019602328774,40.848006534109594,114.4240032670548,0.9909110382357904,3.2591196079534246,0.5375996732945204,11.0120016335274,7
7.31428006435075,0.3490486548690292,0.21475870313209167,2.2285601287015,0.02861906645216417,27.190466773917915,87.0,0.9906047468382686,3.248573971042162,0.5385739710421625,12.352393193906709,7
7.4,0.2579256607114131,0.30989761950748324,2.322791002736204,0.03889116401094482,29.55441799452759,115.5544179945276,0.9932959047802993,3.3028555577015886,0.6586044986318979,10.968373008208614,7
6.668075942987717,0.16,0.3897357606898031,1.1329810142530707,0.044298101425307074,39.33509492873465,122.33509492873465,0.9902449050712654,3.1133509492873466,0.6327167749428739,11.568075942987717,7
7.121495685802705,0.3514017256789181,0.29719654864216377,2.3140172567891812,0.035355129425918855,35.429913716054095,114.78504314197295,0.9896265465039535,3.170653882777566,0.4980383516673027,13.242051770367544,7
7.094999412809715,0.21906253669939282,0.42237498532024287,7.647499706404858,0.044237498532024286,27.762501467975714,152.2374985320243,0.9957137486788219,3.1747499706404856,0.5690625366993928,9.457500880785426,7
7.860529624085522,0.27394703759144784,0.3460529624085522,1.721059248171044,0.03586885113111785,31.394703759144782,118.90794436128283,0.9906750314288124,3.0272383308384847,0.4829003609453873,11.948675939786195,7
6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7
7.279257233689294,0.3689628616844647,0.3341485532621412,4.844814308422324,0.01989628616844647,38.55185691577677,113.55185691577677,0.9903151856915777,3.08,0.48551856915776764,12.83444292526697,7
6.675498715235702,0.2224501284764298,0.3907000367075514,10.221001101226541,0.03835001835377569,59.82499082311216,149.0,0.9971257434844096,3.1671998531697945,0.5417500917688785,10.033835107648322,7
7.231474087232687,0.45791500980168043,0.16313412643940908,2.0841965449643585,0.05610624185249492,36.15803455035642,53.0,0.9942704382332754,3.316321382014257,0.8652456812054479,11.936786179857434,7
10.321701940497537,0.309178881701861,0.38202361362742204,1.6821118298139028,0.07664223659627806,9.0,28.0,0.9969400597039013,3.236715526807444,0.8250732902111658,11.167155268074438,7
8.069854223898929,0.42,0.33555102163537476,4.6856559924548185,0.03455510216353747,32.952186641516064,100.65072888050535,0.9916856559924548,3.0845947544656958,0.48268222012633843,12.474635559747323,7
7.476952289989719,0.24001519079465397,0.32846095420020566,2.238590075954764,0.034692190840041125,39.15390457997944,138.0,0.9910307809159958,3.1715390457997943,0.44,11.869295037977382,7
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7
7.632699904625291,0.24653998092505813,0.34418250238436776,1.809125119218387,0.03218250238436774,31.163499523126454,117.16349952312645,0.9921076011444965,3.2049426168340194,0.5431175929903418,11.347149570813807,7
6.245663634933653,0.3375174640772014,0.3100698563088056,2.152342823305187,0.030302095689264168,26.44965071845597,117.55034928154403,0.9891241676551411,3.36187425864415,0.45,13.275174640772015,7
6.947250295850549,0.21307520709538436,0.4025252662654942,1.7725029585054908,0.04025252662654941,40.0,117.47250295850549,0.9920958918345248,3.218024674564396,0.7279236095024193,10.634007100413179,7
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7
6.506960281829683,0.2716476618043806,0.2941761690978097,2.6373574635328545,0.03827841127318731,26.0,106.86079436340634,0.991090027547091,3.310951633621412,0.43366495822092166,11.655682254637462,7
6.140754223235524,0.26344814715255777,0.37946700273344586,1.4451414168566605,0.03235424250569982,47.60188555808881,147.1504713895222,0.9888475273020519,3.0995612806378863,0.6099057220955596,12.689340054668918,7
7.754283106711585,0.4,0.3124487933365418,7.278771040077003,0.03505307239980749,26.648975866730837,97.64897586673084,0.9927909312507963,3.1729795173346167,0.4696741026557579,12.340409653307665,7
6.9401064701237,0.5314133614108999,0.16575991576730026,2.0485866385891,0.062,34.084801684653996,53.485866385891,0.9954599670060541,3.32570668070545,0.7065546975519899,10.822613782574399,7
6.995751883898934,0.1703034368643619,0.3107282484744685,4.798482815678191,0.034024274949148954,33.98179378813829,131.98786252542553,0.9943842212830531,3.3599393126271275,0.4790896894069144,9.61153060084575,7
7.359102491487517,0.24945639863800273,0.3608628255958738,2.3559102491487516,0.037,18.0,101.44089750851248,0.9916849872593637,3.3334513023834953,0.548593573042129,11.567730747446255,7
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7
7.038549720818661,0.19743001861208923,0.3335750465302231,1.9843508375440146,0.048357504653022305,12.0,136.89949348576877,0.9921486003722417,3.243575046530223,0.4625699813879108,11.561450279181338,7
6.890289126135844,0.29668576081094333,0.302400434235471,2.3977087026868014,0.041457173873962215,30.554282612603778,95.0,0.9903827495567759,3.042629563966791,0.597599565764529,12.109710873864156,7
7.217793251251109,0.32822700493216095,0.3544451477841413,3.046683546819392,0.03257780591136565,23.42219408863435,121.28890295568283,0.9906333544335242,3.183335443352424,0.46378185714801967,12.515561182273132,7
6.469706302264157,0.19890069855188627,0.34174265755660393,2.089006985518863,0.03421986028962275,29.825734244339607,84.4128671221698,0.98982881957475,3.000830766877357,0.5410993014481137,11.710993014481138,7
6.817965605287154,0.28417965605287154,0.37777277711030227,1.6835931210574309,0.04782034394712846,34.41796560528715,127.0,0.9932343724842297,3.4674610318413857,0.5349220636827708,10.374610318413854,7
8.277603085401593,0.40671907437952215,0.35656185124095574,2.212573632429709,0.06737131837851454,12.0,18.825147264859417,0.9955314734923254,3.1962279102710873,0.7662868162148546,11.077603085401591,7
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.269177992838254,0.25534239427060346,0.32255706571176723,2.3668953643675645,0.050143818639268325,16.691779928382545,37.56392664279418,0.991878400855509,3.223013591405905,0.7230135914059053,12.858675292750108,7
7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7
6.259721227125186,0.3148919863652757,0.31,3.8237629996393436,0.03980557545749629,22.445993182637856,151.97839727305515,0.9916558466315019,3.3991358909222056,0.7759721227125186,12.097839727305514,7
6.498902021815274,0.24604391912738904,0.3601097978184726,4.7769256610827675,0.03820878382547781,41.0,146.70329393455418,0.9922087922239968,3.177032939345542,0.3980219595636945,11.169231415270692,7
7.1349587351034645,0.350630158112067,0.3229369841887933,7.9713428460172056,0.04194411106784469,34.82520632448268,152.881095256638,0.9937580269958707,3.382936984188793,0.42929857309741914,11.61819205545687,7
7.262821520703188,0.21829046390624166,0.30591149053384237,8.88661125442718,0.04318948668619966,29.30484106510403,95.30484106510403,0.9947133662804429,3.1660968213020806,0.5050567224869631,10.24201954440084,7
6.649383423073729,0.18253082884631355,0.2999177897431639,1.3502055256420902,0.045253082884631354,21.75102762821045,90.0,0.9909078214281939,3.175020552564209,0.4875924865389406,11.525719339747315,7
6.930759576647641,0.23192090474571925,0.274231010583809,10.31537978832382,0.0401537978832382,27.269303175142692,114.4231010583809,0.9939169554182303,3.0696170740866626,0.4903829259133372,11.246139364971462,7
7.041982961510746,0.33679318460429825,0.33518977690644736,5.72827261582807,0.025962044618710527,38.41982961510745,114.58017038489254,0.9915145390659361,3.254051115467763,0.5422153346403289,12.409914807553728,7
7.754868694538988,0.18,0.38581144908983145,1.576136028725764,0.05758763650170179,45.49675420364068,88.49675420364068,0.993908698734243,3.3598052522184405,0.6209088229806112,11.253570375995258,7
6.872997804537291,0.27905032931940643,0.3583085345840817,1.995251646597032,0.038,34.0,116.43916849621893,0.9912527002195463,3.2983085345840815,0.4778336992437849,11.82433260151243,7
6.721887200376869,0.22556225599246263,0.3169226680244965,3.0911138806218332,0.05052660520131904,40.360943600188435,168.9171691994347,0.9943414154002826,3.47396594391332,0.4894678959736192,10.21656616011306,7
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7
6.804969064535639,0.19819876258142557,0.3434472158082076,2.429503093546436,0.02659006187092872,22.70496906453564,99.40993812907128,0.990423912992895,3.1529503093546434,0.3770496906453564,11.311490719360693,7
6.805567988644183,0.5186831975868891,0.23319040369064037,1.7729120042584312,0.06645824008516862,14.75695998580523,24.0,0.9949309855877926,3.442430400141948,0.7261776026970065,10.707976009226602,7
7.7668960441228725,0.3147033670596596,0.33231727691139895,2.396689604412287,0.037,18.0,101.03310395587712,0.9912364143514648,3.2192691076455957,0.6423860901482608,11.690068813236861,7
9.796707755018154,0.3323471457687,0.4722060495551923,2.273706618042846,0.07820179212705154,10.0,23.75117580177923,0.996416891425513,3.2401410962135078,0.85,11.376528542313,7
7.89544748428697,0.38763062668353887,0.3423693733164611,2.0587687556117964,0.06341231244388204,6.282462488776408,12.0,0.9945517278908252,3.3863321271324827,0.6719813769080107,11.725969991021126,7
7.131832640721696,0.3336334718556606,0.46453388742264246,1.6273305628867876,0.029546611257735753,26.31832640721697,125.84083679639151,0.9901336970910312,3.306366528144339,0.34750795239693333,12.263665281443393,7
6.667541326108632,0.30126767584011227,0.2673879705309193,3.3356278634916485,0.03452240589381614,43.630601473454035,132.0,0.9910829067917677,3.3104481178763225,0.43216391159275785,11.729107748430954,7
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7
6.647155744035355,0.18264221279823223,0.2996207658713807,1.350948085321548,0.04526422127982322,21.754740426607743,90.0,0.9908999502955916,3.175094808532155,0.4879266383946967,11.528318298625418,7
7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7
7.783406185457593,0.2251309965754274,0.29041484536356016,8.708296907271203,0.035347161512118676,42.38864604847469,140.0,0.9941446290031593,3.0191703092728797,0.3491703092728797,10.759606873025477,7
7.68907610687573,0.23319317765325653,0.46277322623313366,1.512603698804762,0.035596640388639016,19.899160097159754,99.0,0.9900151259854261,3.0711763795964515,0.3052099757100615,12.170587931988171,7
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,11.8,7
6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,7
6.459214460965328,0.30111783085520083,0.37481873466553384,3.1516614591026437,0.03770392769517336,18.85196384758668,102.07401807620666,0.9913369334409823,3.1685196384758667,0.36258307295513215,11.029607230482664,7
9.577204242493863,0.40422497436486543,0.4542249743648654,2.8951365034643706,0.07244681491916469,10.67477249422605,19.0,0.9957731314406462,3.2527659254041765,0.6625227505773951,11.73009100230958,7
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7
7.416387388572399,0.48210735666610016,0.07595285352435985,1.7806021019046,0.08543481974279402,8.612042038092001,15.0,0.9950313717706658,3.34418063057138,0.6226753758098799,11.1745810828586,7
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7
6.916031056440513,0.24992360242066666,0.34770993790292304,1.0458012419415383,0.03177099379029231,41.923664596764105,103.84732919352821,0.9898250385096702,3.1790838508089747,0.3837403725824615,11.776335403235898,7
6.582146012444782,0.2503576687407969,0.35267809813328277,8.644634968888045,0.03823204293924858,35.0,126.0892699377761,0.9927621342326509,3.0246438037334347,0.40625184059278924,11.546438037334346,7
6.013565088422761,0.20410088762081344,0.3240695265268283,3.518609469463433,0.03836278106107313,68.54573964630896,145.36278106107312,0.9918129325453424,3.1322713017684554,0.7377286982315447,10.890852070738209,7
6.645357409234867,0.2197423412306814,0.34726787046174334,2.0427808215416814,0.02729897883075752,23.64948941537876,99.35051058462123,0.9900986582812326,3.2214438356916637,0.39623723538446903,11.72474470768938,7
7.084390232638258,0.599037691350861,0.08428381815049908,1.3568071035358122,0.0661760532765186,14.803991120580235,21.588026638259297,0.9945372771585858,3.401760532765186,0.5484035517679061,10.235210655303717,7
6.80974227320605,0.5873208748683364,0.060243556830151236,5.987822158492438,0.060706314807438586,10.975644316984877,18.0,0.9962155876371297,3.4090257726793953,0.5921920114713611,10.80974227320605,7
7.018607820228055,0.28203480449429863,0.28864791910076915,8.316867595513123,0.02989825977528507,25.0,191.0,0.9933199732674183,3.177804539325113,0.461526103370724,12.164390921349774,7
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7
7.774978388847034,0.41750648334589,0.26124387683999273,10.950072037176556,0.03237460379552894,41.0,166.37518009294138,0.9947500144074353,3.1175007203717655,0.4237518009294139,11.387474786988205,7
10.232428489009893,0.5258446438873764,0.49104823386015056,2.483107122252473,0.08178053849591614,29.584464388737636,53.66214244504946,0.9965473376370211,3.1733785755495054,0.772466068337871,11.807767805631183,7
